"","long","lat","comclust","temperature","NO3","salinity","dataset"
"407",27.0342,38.4133,1,25.7352,NA,38.301,"V4-total"
"408",2.89966,43.4325,1,17.88,NA,35.05,"V4-total"
"409",-5.6495,57.8498,1,14.3,NA,32.4453,"V4-total"
"410",-2.9726,58.957,1,11.7,NA,34.445,"V4-total"
"411",-2.1031,56.9631,1,12.2,NA,34.3163,"V4-total"
"412",-4.552,48.359,1,16,NA,34.78,"V4-total"
"413",-25.19,37.4328,3,19.2,NA,35.7,"V4-total"
"414",10.6282,59.622,1,11.5,NA,34.7,"V4-total"
"415",10.6282,59.622,1,18,NA,26.115,"V4-total"
"416",10.72,59.8996,1,17.8,NA,30.054,"V4-total"
"417",10.72,59.8996,1,17.8,NA,30.054,"V4-total"
"418",10.5986,59.8162,1,18.7,NA,30.054,"V4-total"
"419",10.5986,59.8162,1,18.7,NA,30.054,"V4-total"
"420",-1.16666,44.6667,1,20.7,NA,32.4,"V4-total"
"421",-7.97312,36.9977,1,21.1,NA,34.4,"V4-total"
"422",-63.6403,44.6936,1,10.8,NA,29.8,"V4-total"
"423",-63.6403,44.6936,1,12.8,NA,28.9,"V4-total"
"424",-63.6403,44.6936,1,8.5,NA,30.1,"V4-total"
"425",-54.16,-34.42,1,11.67,NA,32.86,"V4-total"
"426",7.31567,43.6861,2,21.778,NA,37.9702,"V4-total"
"427",7.31567,43.6861,2,16.0522,NA,37.981,"V4-total"
"428",8.14864,53.5809,1,17.77,NA,31.14,"V4-total"
"429",81.0521,8.5216,2,28.8,NA,33,"V4-total"
"430",-2.82967,78.4533,2,-1.61,NA,33.78,"V4-total"
"431",-157.722,21.2688,3,25.8,NA,35,"V4-total"
"432",-81.0167,31.9828,1,30.79,NA,26.58,"V4-total"
"433",-80.8667,31.3836,2,27.43,NA,35.85,"V4-total"
"434",5.11504,60.1612,1,10.13,NA,30.67,"V4-total"
"435",3.15,42.49,2,20.422,NA,37.833,"V4-total"
"436",18.3868,-33.8971,1,15.06,NA,35.16,"V4-total"
"437",34.843,32.0694,2,27.3,NA,39.35,"V4-total"
"438",-1.43278,55.0331,1,16.04,NA,26.4,"V4-total"
"439",135.121,34.3244,2,21.15,NA,33.19,"V4-total"
"440",32.954,32.822,2,27,NA,39.4,"V4-total"
"441",-8.3112,51.7423,1,18,NA,38,"V4-total"
"442",-7.504,37.167,1,23.64,NA,37.93,"V4-total"
"443",-9.21883,39.4151,1,24.7,NA,22.5,"V4-total"
"444",-9.38478,39.1343,1,20.3,NA,40,"V4-total"
"445",-9.51,34.41,1,18.5,NA,33.57,"V4-total"
"446",-9.4367,38.6667,1,18,NA,35.27,"V4-total"
"447",-8.70376,40.6599,1,25.2,NA,30,"V4-total"
"448",-8.86933,40.1451,1,23,NA,22.5,"V4-total"
"449",-9.01239,38.6769,1,20.5,NA,30,"V4-total"
"450",-8.96633,38.7573,1,20.1,NA,30,"V4-total"
"451",-9.38011,39.1404,1,20.2,NA,30,"V4-total"
"452",-22.4192,65.9449,1,7.5,NA,29.2,"V4-total"
"453",-105.343,69.0233,1,-0.72,NA,26.91,"V4-total"
"454",-16.8287,32.7747,2,20.2,NA,37,"V4-total"
"455",-16.9102,32.646,1,20.8,NA,36,"V4-total"
"456",-16.7113,32.7418,1,20.5,NA,37,"V4-total"
"457",25.29,35.35,3,23.13,NA,39.11,"V4-total"
"458",25.29,35.35,2,24.21,NA,39.05,"V4-total"
"459",-4.13,50.151,1,16.66,NA,35.22,"V4-total"
"460",32.954,32.822,2,27,NA,39.4,"V4-total"
"461",135.121,34.3244,2,21.15,NA,33.19,"V4-total"
"462",34.843,32.0694,5,27.3,NA,39.35,"V4-total"
"463",3.15,42.49,2,20.422,NA,37.833,"V4-total"
"464",5.11504,60.1612,1,10.13,NA,30.67,"V4-total"
"465",-81.0167,31.9828,1,30.79,NA,26.58,"V4-total"
"466",-2.82967,78.4533,2,-1.61,NA,33.78,"V4-total"
"467",-63.6403,44.6936,1,12.8,NA,28.9,"V4-total"
"468",-4.552,48.359,1,16,NA,34.78,"V4-total"
"469",-3.9375,48.7778,1,14.38,NA,35.128,"V4-total"
"470",5.74583,43.2264,3,21.9952,NA,38.0871,"V4-total"
"471",7.9,54.1819,1,14,NA,32.591,"V4-total"
"472",-80.0931,26.1029,2,27.7,NA,33.82,"V4-total"
"473",-79.8995,32.7524,1,31.3,NA,24.3,"V4-total"
"474",-117.257,32.867,2,20.04,NA,33.54,"V4-total"
"475",13.3319,45.3256,2,22,NA,34,"V4-total"
"476",-69.6409,43.8444,1,11.9,NA,31,"V4-total"
"477",-69.5781,43.8604,1,12.5,NA,32,"V4-total"
"478",-79.1676,33.3231,1,27.77,NA,35.13,"V4-total"
"479",170.771,-45.7442,1,10.99,NA,35.2,"V4-total"
"480",12.935,43.9475,2,23.61,NA,27.78,"V4-total"
"481",13.0731,43.8514,1,24.1,NA,26.29,"V4-total"
"482",-20.3043,74.31,1,-1.6,NA,32,"V4-total"
"483",13.71,45.7009,1,20.821,NA,33.931,"V4-total"
"484",30,82.8167,2,-1.11,NA,33.26,"V4-total"
"485",30.2833,81.8167,2,-0.04,NA,34.27,"V4-total"
"486",30.6333,81,2,0.11,NA,34.25,"V4-total"
"487",-3.154,79.3667,2,-1.49,NA,32.48,"V4-total"
"488",-4.98333,79.3833,2,-1.63,NA,32.89,"V4-total"
"489",-13.3,79.25,2,-1.57,NA,31.55,"V4-total"
"490",5.15,79.3833,2,4.82,NA,35.11,"V4-total"
"491",17.75,84.6333,2,-1.8,NA,32.83,"V4-total"
"492",58.1333,89.3833,2,-1.8,NA,33.07,"V4-total"
"493",80.8167,79.3833,2,4.47,NA,35.13,"V4-total"
"494",131.217,82.55,2,-1.62,NA,30.54,"V4-total"
"495",109.1,83.2667,2,-1.59,NA,32.61,"V4-total"
"496",77.1,84.6,2,-1.7,NA,32.9,"V4-total"
"497",118.317,77.65,2,-0.27,NA,32.1,"V4-total"
"498",109.983,83.1167,2,-1.68,NA,33.74,"V4-total"
"499",87.75,83.9667,2,-1.68,NA,34.13,"V4-total"
"500",75.15,83.3167,2,-1.58,NA,34.17,"V4-total"
"501",60.1,84.5333,2,-1.7,NA,34.2,"V4-total"
"502",39.7833,84.65,2,-1.52,NA,34.04,"V4-total"
"503",30.0833,83.65,2,-1.75,NA,34.26,"V4-total"
"504",9.81667,79.3833,2,1.73,NA,34.71,"V4-total"
"505",6.85,67.65,2,8.97,NA,35.09,"V4-total"
"506",-67.3363,-66.2532,2,-0.424,NA,33.615,"V4-total"
"507",-66.6232,-65.2935,2,-0.546667,NA,33.383333,"V4-total"
"508",-66.806,-65.2485,2,-0.370333,NA,33.398667,"V4-total"
"509",-66.7772,-65.2335,2,-0.296,NA,33.4,"V4-total"
"510",-66.9344,-65.1732,2,-0.648,NA,33.235333,"V4-total"
"511",-67.3298,-65.0102,2,-0.673,NA,33.135333,"V4-total"
"512",-66.8552,-63.9657,2,0.368667,NA,33.504333,"V4-total"
"513",-67.6253,-64.8892,2,-0.476667,NA,33.055333,"V4-total"
"514",-66.6892,-64.0369,2,0.035,NA,33.465667,"V4-total"
"515",-66.3689,-64.1671,2,0.554,NA,33.582667,"V4-total"
"516",-66.2184,-64.2518,2,0.505667,NA,33.59,"V4-total"
"517",-65.3422,-64.5753,2,0.406333,NA,32.898,"V4-total"
"518",-65.0969,-64.6695,2,-0.986,NA,32.421667,"V4-total"
"519",-71.2569,-67.2353,2,-1.604,NA,32.883333,"V4-total"
"520",-68.9193,-66.8912,2,-0.705333,NA,33.588,"V4-total"
"521",-69.121,-66.8176,2,-0.612667,NA,33.409,"V4-total"
"522",-69.4164,-66.689,2,-0.757667,NA,32.962333,"V4-total"
"523",-69.8681,-66.5115,2,-1.456,NA,33.048,"V4-total"
"524",-67.9628,-64.7491,2,-0.697667,NA,33.079333,"V4-total"
"525",-64.7784,-64.7905,2,-0.583333,NA,32.368333,"V4-total"
"526",-71.0612,-65.9937,2,-1.746333,NA,32.867333,"V4-total"
"527",-69.7993,-65.2293,2,-1.116667,NA,32.765,"V4-total"
"528",-68.8218,-65.6538,2,-0.844,NA,33.010333,"V4-total"
"529",-68.3623,-65.8722,2,-1.133667,NA,32.976667,"V4-total"
"530",-68.2837,-65.877,2,-0.995,NA,33.100333,"V4-total"
"531",-68.016,-65.9879,2,-0.597,NA,33.206333,"V4-total"
"532",-64.5006,-64.8905,2,-0.088333,NA,32.985,"V4-total"
"533",-67.7131,-66.1003,2,-0.332,NA,33.244667,"V4-total"
"534",-67.9954,-64.4766,2,-0.055333,NA,33.391,"V4-total"
"535",-64.0165,-64.8341,2,0.19,NA,33.142333,"V4-total"
"536",-65.3421,-64.5753,2,0.806667,NA,33.684667,"V4-total"
"537",-70.2478,-66.3421,2,0.816667,NA,33.830667,"V4-total"
"538",-71.3133,-65.8769,2,1.024667,NA,33.797,"V4-total"
"539",-67.7225,-64.8456,2,1.074,NA,33.78,"V4-total"
"540",-66.8552,-63.9652,2,0.891667,NA,33.869667,"V4-total"
"541",-71.3769,-65.8495,2,1.084667,NA,33.79,"V4-total"
"542",-71.0353,-65.7178,2,0.962667,NA,33.817,"V4-total"
"543",-68.3152,-65.8668,2,0.830333,NA,33.7,"V4-total"
"544",-64.4945,-64.8986,2,0.036333,NA,33.154667,"V4-total"
"545",-67.5871,-66.1542,2,0.864333,NA,33.387,"V4-total"
"546",-74.1838,-67.2961,2,-0.025333,NA,33.079,"V4-total"
"547",-71.5315,-67.1157,2,-0.059,NA,32.611333,"V4-total"
"548",-66.1474,-65.4793,2,0.751667,NA,33.62,"V4-total"
"549",-72.7389,-66.5802,2,0.182333,NA,33.14,"V4-total"
"550",-68.6119,-68.2859,2,0.262667,NA,32.825333,"V4-total"
"551",-69.2873,-68.0304,2,0.257667,NA,33.114,"V4-total"
"552",-69.9395,-67.7671,2,0.207667,NA,32.931,"V4-total"
"553",-70.587,-67.5111,2,0.191667,NA,32.847,"V4-total"
"554",-68.9223,-66.891,2,-0.679333,NA,32.660667,"V4-total"
"555",-69.8612,-66.506,2,-1.496667,NA,32.614,"V4-total"
"556",-71.3782,-65.8493,2,-0.197333,NA,32.859667,"V4-total"
"557",-69.7988,-65.2382,2,-0.808,NA,32.84,"V4-total"
"558",-68.2895,-65.863,2,-0.435,NA,32.912,"V4-total"
"559",-66.7835,-65.2337,2,0.968,NA,33.619333,"V4-total"
"560",-67.3408,-66.2499,2,1.419,NA,33.423667,"V4-total"
"561",-66.1494,-65.479,2,0.384,NA,32.917,"V4-total"
"562",-66.775,-65.233,2,-1.272667,NA,32.548333,"V4-total"
"563",-68.294,-64.6083,2,-1.048667,NA,32.848667,"V4-total"
"564",-66.8585,-63.965,2,-0.291667,NA,33.246,"V4-total"
"565",-65.3382,-64.574,2,-0.962,NA,32.931667,"V4-total"
"566",-64.4106,-64.9391,2,1.642,NA,33.382333,"V4-total"
"567",-64.3988,-64.9322,2,0.811333,NA,32.567,"V4-total"
"568",-63.3656,-64.996,2,1.187333,NA,33.263667,"V4-total"
"569",-65.215,-65.2833,2,0.55,NA,32.693333,"V4-total"
"570",-66.9734,-65.1527,2,1.023,NA,33.750333,"V4-total"
"571",-72.3469,-68.113,2,0.375333,NA,32.883667,"V4-total"
"572",-73.2794,-67.7062,2,0.005,NA,32.938667,"V4-total"
"573",-73.2794,-67.7062,2,0.005,NA,32.938667,"V4-total"
"574",-64.3176,-64.9177,2,0.785,NA,33.628,"V4-total"
"575",-71.7043,-68.3792,2,1.511053,NA,32.856053,"V4-total"
"576",-69.5647,-68.0265,2,1.888667,NA,33.320667,"V4-total"
"577",-69.9415,-67.771,2,1.704667,NA,33.46,"V4-total"
"578",178.518,-41.2223,1,13.16,3.18,35.1181,"V4-total"
"579",178.518,-41.2223,1,13.14,3.65,35.117,"V4-total"
"580",178.518,-41.2223,1,13.14,3.66,35.1166,"V4-total"
"581",178.518,-41.2223,1,13.13,3.8,35.1136,"V4-total"
"582",175.211,-35.6996,3,19.04,0.16,35.5883,"V4-total"
"583",178.495,-43.4045,1,10.3,5.18,34.6503,"V4-total"
"584",178.495,-43.4045,1,9.48,10.89,34.5752,"V4-total"
"585",178.583,-46.6348,1,8.42,14.08,34.3357,"V4-total"
"586",178.583,-46.6348,1,8.41,14.02,34.3355,"V4-total"
"587",178.583,-46.6348,1,8.41,13.98,34.3355,"V4-total"
"588",178.583,-46.6348,1,8.4,13.99,34.3352,"V4-total"
"589",175.165,-35.7824,3,18.38,0.83,35.4693,"V4-total"
"590",178.583,-46.6348,1,8.37,14.16,34.3347,"V4-total"
"591",178.583,-46.6348,1,8.05,15.95,34.3362,"V4-total"
"592",178.583,-46.6348,1,7.86,16.98,34.3462,"V4-total"
"593",178.583,-46.6348,1,7.71,19.26,34.3833,"V4-total"
"594",175.165,-35.7825,3,19.88,0.14,35.6084,"V4-total"
"595",175.311,-35.5393,3,20.07,0.16,35.6298,"V4-total"
"596",175.165,-35.7825,3,19.91,0.11,35.613,"V4-total"
"597",-179.602,-38.9013,1,13.4,5.08,35.2332,"V4-total"
"598",-179.602,-38.9013,1,13.42,4.49,35.2339,"V4-total"
"599",-179.602,-38.9013,1,13.49,3.98,35.2243,"V4-total"
"600",-179.602,-38.9013,1,13.51,3.98,35.2237,"V4-total"
"601",-179.602,-38.9013,1,14.18,3.99,35.2209,"V4-total"
"602",-179.652,-38.954,1,13.39,5.05,35.2304,"V4-total"
"603",-179.652,-38.954,1,13.39,5.05,35.2304,"V4-total"
"604",175.165,-35.7825,3,19.9,0.11,35.6129,"V4-total"
"605",-179.652,-38.954,1,13.39,4.9,35.2345,"V4-total"
"606",-179.652,-38.954,1,13.39,4.9,35.2345,"V4-total"
"607",-179.652,-38.954,1,13.45,4.23,35.2271,"V4-total"
"608",-179.652,-38.954,1,13.45,4.23,35.2271,"V4-total"
"609",-179.652,-38.954,1,13.47,4.06,35.2246,"V4-total"
"610",-179.652,-38.954,1,13.47,4.06,35.2246,"V4-total"
"611",-179.652,-38.954,1,13.46,4.15,35.2236,"V4-total"
"612",-179.652,-38.954,1,13.46,4.15,35.2236,"V4-total"
"613",-179.576,-38.8378,1,13.38,5.13,35.2303,"V4-total"
"614",175.165,-35.7825,3,19.9,0.09,35.6137,"V4-total"
"615",-179.576,-38.8378,1,13.39,4.84,35.2349,"V4-total"
"616",-179.576,-38.8378,1,13.41,4.55,35.2372,"V4-total"
"617",-179.576,-38.8378,1,13.46,4.29,35.2399,"V4-total"
"618",-179.576,-38.8378,1,13.48,4.2,35.2355,"V4-total"
"619",-179.463,-38.9163,1,13.38,5.01,35.2312,"V4-total"
"620",-179.463,-38.9163,1,13.38,5,35.2339,"V4-total"
"621",-179.463,-38.9163,1,13.42,4.57,35.2392,"V4-total"
"622",-179.463,-38.9163,1,13.43,4.55,35.239,"V4-total"
"623",175.165,-35.7825,3,19.89,0.11,35.6139,"V4-total"
"624",-179.449,-38.9818,1,13.39,5.01,35.233,"V4-total"
"625",-179.449,-38.9818,1,13.38,5,35.2328,"V4-total"
"626",-179.449,-38.9818,1,13.39,4.71,35.2358,"V4-total"
"627",-179.449,-38.9818,1,13.41,4.57,35.2381,"V4-total"
"628",-179.449,-38.9818,1,13.43,4.55,35.2391,"V4-total"
"629",176.386,-33.376,3,18.81,0.25,35.6905,"V4-total"
"630",-179.479,-39.0002,1,13.4,4.97,35.2339,"V4-total"
"631",176.386,-33.376,3,19.53,0.05,35.6952,"V4-total"
"632",-179.479,-39.0002,1,13.39,4.89,35.2344,"V4-total"
"633",-179.479,-39.0002,1,13.38,4.78,35.2352,"V4-total"
"634",-179.479,-39.0002,1,13.38,4.67,35.2359,"V4-total"
"635",-179.479,-39.0002,1,13.38,4.74,35.236,"V4-total"
"636",-179.464,-38.9988,1,13.4,5.12,35.2343,"V4-total"
"637",-179.464,-38.9988,1,13.39,5.07,35.2346,"V4-total"
"638",-179.464,-38.9988,1,13.39,4.86,35.235,"V4-total"
"639",-179.464,-38.9988,1,13.41,4.74,35.2375,"V4-total"
"640",-179.464,-38.9988,1,13.42,4.76,35.2378,"V4-total"
"641",176.386,-33.376,3,19.94,0.02,35.7295,"V4-total"
"642",-179.356,-39.0007,1,13.4,5.01,35.2345,"V4-total"
"643",-179.356,-39.0007,1,13.39,4.96,35.2345,"V4-total"
"644",-179.356,-39.0007,1,13.38,4.94,35.2347,"V4-total"
"645",-179.356,-39.0007,1,13.38,4.86,35.2348,"V4-total"
"646",-179.356,-39.0007,1,13.39,4.79,35.2356,"V4-total"
"647",179.738,-39.0767,1,14,NA,35.2773,"V4-total"
"648",179.738,-39.0767,1,14.16,NA,35.2793,"V4-total"
"649",179.738,-39.0767,1,14.31,2.27,35.2828,"V4-total"
"650",179.738,-39.0767,1,13.53,NA,35.2261,"V4-total"
"651",176.386,-33.376,3,21.42,0.02,35.7556,"V4-total"
"652",179.738,-39.0767,1,13.69,NA,35.2231,"V4-total"
"653",179.738,-39.0767,1,13.91,NA,35.2277,"V4-total"
"654",179.738,-39.0767,1,14.16,2.27,35.2287,"V4-total"
"655",176.386,-33.376,3,21.85,0.02,35.738,"V4-total"
"656",-179.979,-39.0313,1,13.37,4.86,35.2261,"V4-total"
"657",-179.979,-39.0313,1,13.38,4.57,35.2281,"V4-total"
"658",-179.979,-39.0313,1,13.69,2.75,35.214,"V4-total"
"659",176.386,-33.376,3,21.84,0.02,35.7366,"V4-total"
"660",175.311,-35.5393,3,20.08,0.13,35.6273,"V4-total"
"661",-179.979,-39.0313,1,13.73,2.42,35.2113,"V4-total"
"662",-179.979,-39.0313,1,13.86,2.27,35.2108,"V4-total"
"663",-179.979,-39.0313,1,13.37,4.86,35.2261,"V4-total"
"664",-179.979,-39.0313,1,13.38,4.57,35.2281,"V4-total"
"665",-179.979,-39.0313,1,13.69,2.75,35.214,"V4-total"
"666",-179.979,-39.0313,1,13.73,2.42,35.2113,"V4-total"
"667",-179.979,-39.0313,1,13.86,2.27,35.2108,"V4-total"
"668",-179.279,-39.0978,1,13.4,5.06,35.2336,"V4-total"
"669",174.922,-36.1845,1,17.74,0.73,35.4529,"V4-total"
"670",-179.279,-39.0978,1,13.39,5.04,35.2345,"V4-total"
"671",-179.279,-39.0978,1,13.39,4.89,35.2357,"V4-total"
"672",-179.279,-39.0978,1,13.39,4.88,35.2357,"V4-total"
"673",-179.279,-39.0978,1,13.39,4.94,35.2358,"V4-total"
"674",-179.3,-39.1645,1,13.39,5.19,35.2337,"V4-total"
"675",-179.3,-39.1645,1,13.4,4.87,35.234,"V4-total"
"676",-179.3,-39.1645,1,13.39,4.89,35.2341,"V4-total"
"677",-179.3,-39.1645,1,13.39,4.76,35.2343,"V4-total"
"678",-179.3,-39.1645,1,13.38,4.82,35.2345,"V4-total"
"679",174.922,-36.1845,1,17.91,0.58,35.476,"V4-total"
"680",-179.765,-38.7582,1,13.38,5.19,35.2262,"V4-total"
"681",-179.765,-38.7582,1,13.37,4.6,35.2268,"V4-total"
"682",-179.765,-38.7582,1,13.5,3.18,35.2176,"V4-total"
"683",-179.765,-38.7582,1,13.87,2.93,35.2219,"V4-total"
"684",-179.765,-38.7582,1,13.83,2.82,35.1437,"V4-total"
"685",-179.608,-38.8347,1,13.37,4.71,35.2254,"V4-total"
"686",-179.608,-38.8347,1,13.37,4.62,35.2262,"V4-total"
"687",-179.608,-38.8347,1,13.63,3.43,35.2206,"V4-total"
"688",-179.608,-38.8347,1,13.73,3.47,35.2211,"V4-total"
"689",175.761,-34.8043,1,17.34,1.23,35.4697,"V4-total"
"690",-179.608,-38.8347,1,13.74,3.44,35.221,"V4-total"
"691",-179.245,-39.1433,1,13.4,4.78,35.2354,"V4-total"
"692",-179.245,-39.1433,1,13.4,4.48,35.2336,"V4-total"
"693",-179.245,-39.1433,1,13.4,4.57,35.2335,"V4-total"
"694",-179.245,-39.1433,1,13.4,4.17,35.2334,"V4-total"
"695",-179.245,-39.1433,1,13.51,4.23,35.2376,"V4-total"
"696",-179.236,-39.1712,1,13.4,0.07,35.2357,"V4-total"
"697",175.761,-34.8043,4,19.69,0.06,35.6274,"V4-total"
"698",-179.236,-39.1712,1,13.4,0.07,35.2331,"V4-total"
"699",-179.236,-39.1712,1,13.39,0.07,35.2328,"V4-total"
"700",-179.236,-39.1712,1,13.39,0.07,35.2324,"V4-total"
"701",-179.236,-39.1712,1,13.38,0.07,35.2321,"V4-total"
"702",174.307,-44.1908,1,12.82,0.2,34.4983,"V4-total"
"703",174.87,-44.61,1,14.19,0.32,34.4947,"V4-total"
"704",174.87,-44.6073,1,14.44,NA,34.4959,"V4-total"
"705",-179.764,-43.6665,1,15.56,0.09,34.5812,"V4-total"
"706",-179.766,-43.6007,1,15.78,0.08,34.6468,"V4-total"
"707",176.965,-43.7407,1,15.12,0.09,34.6143,"V4-total"
"708",175.761,-34.8043,3,20.19,0.02,35.674,"V4-total"
"709",179.113,-43.4827,1,15.88,0.005,34.7857,"V4-total"
"710",174.736,-44.574,1,15,NA,34.5603,"V4-total"
"711",174.736,-44.5737,1,15,NA,34.5603,"V4-total"
"712",174.712,-44.5495,1,15.01,0.29,34.56,"V4-total"
"713",170.626,-46.7714,1,11.7,9.92,34.2962,"V4-total"
"714",170.626,-46.7714,1,11.81,NA,34.2997,"V4-total"
"715",170.626,-46.7712,1,12.15,9.42,34.2989,"V4-total"
"716",170.626,-46.7714,1,12.16,9.42,34.2991,"V4-total"
"717",171.493,-49.5945,1,10.97,8.93,34.2844,"V4-total"
"718",171.493,-49.5945,1,11.15,8.28,34.2812,"V4-total"
"719",175.761,-34.8043,3,20.24,0.02,35.6759,"V4-total"
"720",171.493,-49.5945,1,11.17,8.21,34.2807,"V4-total"
"721",171.493,-49.5945,1,9.52,13.99,34.3147,"V4-total"
"722",172.198,-51.4059,1,10.17,13.28,34.3131,"V4-total"
"723",172.198,-51.4059,1,10.17,13.21,34.3131,"V4-total"
"724",172.198,-51.4059,1,10.08,13.49,34.3149,"V4-total"
"725",172.198,-51.4059,1,10.18,13.21,34.3131,"V4-total"
"726",179.275,-65.3638,1,1.22,27.35,33.999,"V4-total"
"727",179.275,-65.3638,1,1.23,27.2,33.9932,"V4-total"
"728",179.275,-65.3638,1,1.82,NA,34.4896,"V4-total"
"729",179.275,-65.3638,1,1.1,NA,34.3243,"V4-total"
"730",175.761,-34.8043,3,20.71,0.02,35.7007,"V4-total"
"731",179.275,-65.3638,1,0.96,27.13,34.0352,"V4-total"
"732",179.275,-65.3638,1,1.23,27.2,33.9935,"V4-total"
"733",175.663,-53.5515,1,8.26,16.99,34.0778,"V4-total"
"734",175.663,-53.5515,1,8.29,16.99,34.0712,"V4-total"
"735",175.663,-53.5515,1,8.29,16.85,34.0715,"V4-total"
"736",175.663,-53.5515,1,6.68,19.64,34.144,"V4-total"
"737",-175.261,-67.2172,1,NA,31.06,34.2922,"V4-total"
"738",-176.51,-66.8853,1,NA,30.06,34.2526,"V4-total"
"739",176.818,-54.2584,1,7.15,19.28,34.0529,"V4-total"
"740",-176.51,-66.8853,1,NA,27.13,34.1855,"V4-total"
"741",175.761,-34.8043,3,20.71,0.02,35.702,"V4-total"
"742",-175.261,-67.2172,1,NA,29.27,34.1844,"V4-total"
"743",-175.261,-67.2172,1,NA,26.13,34.0381,"V4-total"
"744",176.818,-54.2584,1,7.16,19.21,34.0341,"V4-total"
"745",-176.51,-66.8853,1,0.21,24.49,33.965,"V4-total"
"746",176.818,-54.2584,1,7.17,19.14,34.0348,"V4-total"
"747",-175.261,-67.2172,1,NA,24.63,33.9943,"V4-total"
"748",-176.51,-66.8853,1,0.26,27.35,33.9564,"V4-total"
"749",-175.261,-67.2172,1,1.06,NA,34.6338,"V4-total"
"750",176.818,-54.2584,1,6.82,21.63,34.2496,"V4-total"
"751",-175.261,-67.2172,1,NA,25.35,33.9929,"V4-total"
"752",175.516,-35.2104,1,18.03,0.93,35.5981,"V4-total"
"753",-176.51,-66.8853,1,0.27,24.2,33.9558,"V4-total"
"754",-178.698,-68.8575,1,0.36,30.06,34.3988,"V4-total"
"755",-178.698,-68.8575,1,0.08,27.7,34.1975,"V4-total"
"756",-178.698,-68.8575,1,0.02,27.35,34.1599,"V4-total"
"757",-178.698,-68.8575,1,0.7,NA,34.5918,"V4-total"
"758",-178.698,-68.8575,1,NA,26.42,34.0761,"V4-total"
"759",-178.418,-69.5162,1,NA,30.06,34.2535,"V4-total"
"760",-178.418,-69.5162,1,NA,28.63,34.2308,"V4-total"
"761",-178.418,-69.5162,1,NA,25.7,33.621,"V4-total"
"762",-178.418,-69.5162,1,0.96,NA,34.5609,"V4-total"
"763",175.516,-35.2105,3,18.42,0.62,35.5577,"V4-total"
"764",175.311,-35.5393,3,20.09,0.13,35.6292,"V4-total"
"765",175.311,-35.5393,1,16.4,1.5,35.3819,"V4-total"
"766",177.124,-37.6891,1,13.11,9,35.1394,"V4-total"
"767",177.124,-37.6891,1,13.09,8.5,35.1397,"V4-total"
"768",177.107,-37.6061,1,13.94,1.2,35.2187,"V4-total"
"769",166.834,-49.0355,1,12.35,6.61,34.6897,"V4-total"
"770",177.107,-37.6061,1,13.94,1.49,35.2187,"V4-total"
"771",177.107,-37.6061,1,13.94,1.59,35.2187,"V4-total"
"772",177.171,-37.51,3,20.86,NA,35.6812,"V4-total"
"773",177.171,-37.51,3,20.86,NA,35.6812,"V4-total"
"774",177.171,-37.51,3,20.92,0.07,35.6841,"V4-total"
"775",177.171,-37.51,3,20.88,0.07,35.6845,"V4-total"
"776",177.171,-37.51,3,20.59,0.3,35.6619,"V4-total"
"777",176.976,-37.866,1,20.54,NA,35.5425,"V4-total"
"778",176.976,-37.866,2,20.53,NA,35.5501,"V4-total"
"779",176.976,-37.866,1,20.53,NA,35.5522,"V4-total"
"780",166.852,-48.8936,1,12.7,4.71,34.7855,"V4-total"
"781",177.124,-37.688,3,21.33,0.07,35.5457,"V4-total"
"782",177.124,-37.688,3,20.58,0.07,35.5317,"V4-total"
"783",177.124,-37.688,1,17.46,3.37,35.3993,"V4-total"
"784",177.124,-37.688,1,15.52,8.21,35.3398,"V4-total"
"785",177.124,-37.688,1,14.31,7.43,35.261,"V4-total"
"786",177.124,-37.688,1,13.51,9.5,35.1831,"V4-total"
"787",176.833,-37.7709,3,20.72,0.07,35.5438,"V4-total"
"788",176.833,-37.7709,3,19.16,0.07,35.4636,"V4-total"
"789",176.942,-37.8652,2,20.69,NA,35.5209,"V4-total"
"790",176.942,-37.8652,2,20.73,NA,35.5049,"V4-total"
"791",166.852,-48.8936,1,12.71,4.68,34.7871,"V4-total"
"792",176.976,-37.868,2,20.72,NA,35.5046,"V4-total"
"793",177.439,-42.8971,1,13.7,0.964,34.896,"V4-total"
"794",-179.03,-43.2859,1,14,3.334,34.8466,"V4-total"
"795",178.9,-43.3663,1,14.2,0.207,34.83,"V4-total"
"796",177.439,-42.8971,1,13.7,0.964,34.896,"V4-total"
"797",175.88,-43.1974,1,13.8,0.628,34.97,"V4-total"
"798",174.431,-44.2558,1,11.5,8.14,34.55,"V4-total"
"799",175.957,-43.9074,1,12.7,0.321,34.737,"V4-total"
"800",175.957,-43.9074,1,12.4,0.635,34.74,"V4-total"
"801",174.35,-43.3057,1,13.5,0.228,34.808,"V4-total"
"802",166.852,-48.8936,1,12.66,5.14,34.7878,"V4-total"
"803",179.86,-42.8432,1,14.3,0.714,34.96,"V4-total"
"804",176.98,-43.4623,1,13.75,0.678,34.9263,"V4-total"
"805",174.026,-44.171,1,11.3,8.925,34.56,"V4-total"
"806",178.092,-42.7225,1,14.9,0.193,34.9564,"V4-total"
"807",173.426,-44.4243,1,10.7,11.495,34.47,"V4-total"
"808",175.118,-44.154,1,12.7,0.321,34.737,"V4-total"
"809",175.957,-43.9074,1,12.4,0.814,34.74,"V4-total"
