"","long","lat","comclust","temperature","NO3","salinity","dataset"
"37",66.3435,79.2233,2,1.421805,2.060443,34.2633,"V4-total"
"38",66.3435,79.2233,2,1.421805,2.060443,34.2633,"V4-total"
"39",73.2057,77.1604,2,1.243225,NA,34.056675,"V4-total"
"40",73.2057,77.1604,2,1.243225,NA,34.056675,"V4-total"
"41",76.1478,74.8023,5,3.480781,NA,22.047506,"V4-total"
"42",76.1478,74.8023,2,3.480781,NA,22.047506,"V4-total"
"43",117.155,77.9028,2,0.030106,NA,28.576956,"V4-total"
"44",117.155,77.9028,2,0.030106,NA,28.576956,"V4-total"
"45",-168.133,73.3833,1,-0.618833,0,27.38155,"V4-total"
"46",-168.133,73.3833,1,-0.618833,0,27.38155,"V4-total"
"47",-154.91,71.8895,2,2.570037,1.632991,28.604712,"V4-total"
"48",-154.91,71.8895,2,2.570037,1.632991,28.604712,"V4-total"
"49",-85.7806,74.2987,2,-1.332965,3.715845,30.636767,"V4-total"
"50",-85.7806,74.2987,2,-1.332965,3.715845,30.636767,"V4-total"
"51",-71.892,72.4693,2,-0.48046,3.891253,31.995275,"V4-total"
"52",-71.892,72.4693,2,-0.48046,3.891253,31.995275,"V4-total"
"53",-51.5086,69.1136,2,3.1961,1.699631,32.991725,"V4-total"
"54",-51.5086,69.1136,2,3.1961,1.699631,32.991725,"V4-total"
"55",-43.2899,-30.1367,4,19.854083,0,36.32425,"V4-total"
"56",-43.2899,-30.1367,4,19.854083,0,36.32425,"V4-total"
"57",-9.5587,-9.3,4,23.775708,0,36.34975,"V4-total"
"58",-9.5587,-9.3,4,23.775708,0,36.34975,"V4-total"
"59",-3.1759,-20.4091,4,19.776808,0.168013,36.376225,"V4-total"
"60",-3.1759,-20.4091,4,19.776808,0.168013,36.376225,"V4-total"
"61",4.665,-31.0266,4,16.832058,NA,35.68685,"V4-total"
"62",4.665,-31.0266,4,16.832058,NA,35.68685,"V4-total"
"63",17.7103,-32.2401,1,12.83445,0.405607,34.845292,"V4-total"
"64",17.7103,-32.2401,1,12.83445,0.405607,34.845292,"V4-total"
"65",-17.9099,-8.7789,4,25.02619,0.263475,36.42324,"V4-total"
"66",-35.1803,-20.9354,4,23.349542,0.030608,37.101367,"V4-total"
"67",-35.1803,-20.9354,4,23.349542,0.030608,37.101367,"V4-total"
"68",-60.6476,-60.2287,1,1.84402,24.423039,33.71972,"V4-total"
"69",-60.6476,-60.2287,1,1.84402,24.423039,33.71972,"V4-total"
"70",-53.0063,-64.3595,1,-0.56135,11.992437,33.167617,"V4-total"
"71",-53.0063,-64.3595,1,-0.56135,11.992437,33.167617,"V4-total"
"72",-56.0916,-63.8768,1,-0.249275,NA,34.200608,"V4-total"
"73",-56.0916,-63.8768,1,-0.249275,NA,34.200608,"V4-total"
"74",-56.7938,-63.4015,1,-0.760158,NA,34.431858,"V4-total"
"75",-56.7938,-63.4015,1,-0.760158,NA,34.431858,"V4-total"
"76",-67.1084,-57.7338,1,5.826408,NA,34.044933,"V4-total"
"77",-67.1084,-57.7338,1,5.826408,NA,34.044933,"V4-total"
"78",-101.16,-29.7238,4,23.799133,0,35.766117,"V4-total"
"79",-101.16,-29.7238,4,23.799133,0,35.766117,"V4-total"
"80",-93.9597,-31.4424,4,22.413508,0,34.9278,"V4-total"
"81",-93.9597,-31.4424,4,22.413508,0,34.9278,"V4-total"
"82",-87.0693,-32.7971,3,21.131962,0,34.682604,"V4-total"
"83",-87.0693,-32.7971,3,21.131962,0,34.682604,"V4-total"
"84",-71.998,-33.6895,1,16.760633,NA,34.392308,"V4-total"
"85",-71.998,-33.6895,1,16.760633,NA,34.392308,"V4-total"
"86",-65.1342,-54.3739,1,7.3549,11.003731,32.945667,"V4-total"
"87",-65.1342,-54.3739,1,7.3549,11.003731,32.945667,"V4-total"
"88",-58.2902,-47.1863,2,7.321517,17.091069,34.048642,"V4-total"
"89",-58.2902,-47.1863,2,7.321517,17.091069,34.048642,"V4-total"
"90",-52.182,-40.6511,3,19.307392,0,35.6061,"V4-total"
"91",-52.182,-40.6511,3,19.307392,0,35.6061,"V4-total"
"92",-107.383,-28.1698,4,24.74625,0,36.157733,"V4-total"
"93",-107.383,-28.1698,4,24.74625,0,36.157733,"V4-total"
"94",-104.787,-21.146,4,23.788833,0,36.129117,"V4-total"
"95",-104.787,-21.146,4,23.788833,0,36.129117,"V4-total"
"96",-95.9759,-13.0023,4,25.2512,4.590737,35.835267,"V4-total"
"97",-85.1545,-5.2529,4,24.943108,11.688971,34.748175,"V4-total"
"98",-84.5862,-0.0283,4,25.504283,5.715193,34.529983,"V4-total"
"99",-84.5766,1.9928,4,27.617558,1.210114,33.3676,"V4-total"
"100",-84.589,-2.0133,4,23.8683,6.729337,35.0193,"V4-total"
"101",-100.633,-16.9601,4,22.76873,2.568726,35.97144,"V4-total"
"102",-134.933,-23.1108,3,23.791908,0,36.514942,"V4-total"
"103",-134.924,-23.1595,3,24.060917,0,36.493267,"V4-total"
"104",-134.961,-23.2329,3,24.266583,0,36.494958,"V4-total"
"105",-134.961,-23.2317,3,24.118008,0,36.5031,"V4-total"
"106",-135.018,-23.1571,3,23.790117,0,36.462792,"V4-total"
"107",-135.018,-23.1571,3,23.790517,0,36.47365,"V4-total"
"108",-134.923,-23.0244,4,23.704717,0,36.5242,"V4-total"
"109",-134.923,-23.0242,4,23.635467,0,36.509383,"V4-total"
"110",-135.018,-23.073,4,24.227692,0,36.462367,"V4-total"
"111",-139.196,-8.9971,4,26.54413,3.986359,35.3662,"V4-total"
"112",-140.283,-8.9068,4,26.576175,3.868407,35.359483,"V4-total"
"113",-142.557,-8.9111,4,26.780158,4.985942,35.427733,"V4-total"
"114",-140.522,-9.1504,4,26.518986,5.111856,35.396729,"V4-total"
"115",-66.5435,33.061,4,20.12165,0,36.56745,"V4-total"
"116",-64.2489,31.6948,3,20.3973,NA,36.5996,"V4-total"
"117",-64.2489,31.6948,3,20.3973,NA,36.5996,"V4-total"
"118",-49.9181,34.1132,4,18.732683,0,36.4072,"V4-total"
"119",-49.9181,34.1132,4,18.732683,0,36.4072,"V4-total"
"120",-122.001,32.7526,3,17.302025,0,33.45605,"V4-total"
"121",-151.05,-11.9873,4,26.635383,0,35.971183,"V4-total"
"122",-152.424,-6.6499,4,27.048817,4.953635,35.432808,"V4-total"
"123",-153.676,3e-04,4,26.074467,2.467162,35.100467,"V4-total"
"124",-153.066,6.671,4,28.327,0,34.758825,"V4-total"
"125",-152.371,11.2723,4,27.53096,0,34.48717,"V4-total"
"126",-157.957,22.7598,4,26.1713,0,35.293783,"V4-total"
"127",-158.996,31.5213,4,25.173925,0,35.181842,"V4-total"
"128",-127.742,35.3671,3,19.249733,0,33.099008,"V4-total"
"129",-121.77,32.9986,3,17.428,0,33.49059,"V4-total"
"130",-121.77,32.9986,3,17.428,0,33.49059,"V4-total"
"131",-37.3032,35.9346,4,17.583075,0,36.3123,"V4-total"
"132",-37.3032,35.9346,4,17.583075,0,36.3123,"V4-total"
"133",-29.023,36.1715,3,17.260108,0.334082,36.23775,"V4-total"
"134",-29.023,36.1715,3,17.260108,0.334082,36.23775,"V4-total"
"135",-16.8344,43.6792,3,14.28065,2.999226,35.986042,"V4-total"
"136",-16.8344,43.6792,3,14.28065,2.999226,35.986042,"V4-total"
"137",-116.626,14.2035,4,26.4091,3.241307,33.884425,"V4-total"
"138",-116.626,14.2035,4,26.4091,3.241307,33.884425,"V4-total"
"139",-118.891,17.0854,4,24.52735,0,34.52465,"V4-total"
"140",-118.891,17.0854,4,24.52735,0,34.52465,"V4-total"
"141",-102.943,6.3332,4,26.6362,0,33.407042,"V4-total"
"142",-102.943,6.3332,4,26.6362,0,33.407042,"V4-total"
"143",-94.9527,6.4998,3,26.273758,2.892241,33.102675,"V4-total"
"144",-94.9527,6.4998,3,26.273758,2.892241,33.102675,"V4-total"
"145",-79.3017,7.4122,4,26.62925,0,28.919008,"V4-total"
"146",-79.3017,7.4122,4,26.62925,0,28.919008,"V4-total"
"147",-88.394,25.5264,4,24.96555,0,36.193733,"V4-total"
"148",-88.394,25.5264,4,24.96555,0,36.193733,"V4-total"
"149",-80.0454,9.8481,4,27.119358,0,34.347208,"V4-total"
"150",-80.0454,9.8481,4,27.119358,0,34.347208,"V4-total"
"151",-79.5395,29.6394,4,24.997917,1.190321,36.212042,"V4-total"
"152",-79.5395,29.6394,4,24.997917,1.190321,36.212042,"V4-total"
"153",-72.9669,36.3698,4,22.550758,0,36.4108,"V4-total"
"154",-72.9669,36.3698,4,22.550758,0,36.4108,"V4-total"
"155",-70.0377,39.2305,3,14.11885,3.478193,35.18335,"V4-total"
"156",-70.0377,39.2305,3,14.11885,3.478193,35.18335,"V4-total"
"157",-71.3093,34.6712,4,19.1288,0.859819,36.4626,"V4-total"
"158",-71.3093,34.6712,4,19.1288,0.859819,36.4626,"V4-total"
"159",-25.034,-2.23,4,28.12,NA,36.038,"V4-total"
"160",-25,-1.842,4,27.96,0.01,36.056,"V4-total"
"161",-25,-1.433,4,27.84,0.21,36.134,"V4-total"
"162",-25,-1.034,4,27.57,0,36.218,"V4-total"
"163",-25,-0.626,4,27.32,0.04,36.272,"V4-total"
"164",-25,-0.224,4,27.45,0.01,36.167,"V4-total"
"165",-25,0.171,4,27.6,0.01,36.028,"V4-total"
"166",-25,0.578,4,27.67,0.01,35.957,"V4-total"
"167",-25,1.377,4,28.59,0.06,35.616,"V4-total"
"168",-56.319,-44.613,1,14.09,3.21,33.988,"V4-total"
"169",-25,1.786,4,28.55,0.14,35.493,"V4-total"
"170",-24.89,2.661,4,28.58,0.01,34.573,"V4-total"
"171",-24.778,3.323,4,28.63,0.01,34.715,"V4-total"
"172",-24.669,3.968,4,28.25,0.01,34.01,"V4-total"
"173",-24.118,6.215,4,27.89,0.01,35.412,"V4-total"
"174",-55.922,-44.323,1,18.42,0,35.192,"V4-total"
"175",-23.958,6.778,4,27.33,0.01,35.929,"V4-total"
"176",-23.628,7.933,4,26.18,0.01,36.169,"V4-total"
"177",-23.444,8.576,4,25.86,0.01,36.038,"V4-total"
"178",-23.107,9.751,4,25.11,0.05,36.039,"V4-total"
"179",-22.98,10.19,3,24.46,0.01,35.959,"V4-total"
"180",-22.855,10.626,4,24.48,0.01,35.954,"V4-total"
"181",-22.561,11.649,4,23.94,0.01,35.95,"V4-total"
"182",-22.293,12.61,3,22.57,0.03,35.893,"V4-total"
"183",-22.168,13.059,3,22.32,0.42,35.877,"V4-total"
"184",-22.048,13.488,3,22.1,1.55,35.922,"V4-total"
"185",-21.825,14.286,3,22.11,0.01,36.026,"V4-total"
"186",-21.685,14.785,3,22.09,0.16,36.037,"V4-total"
"187",-21.55,15.286,3,21.97,0.37,36.002,"V4-total"
"188",-54.702,-43.44,3,15.47,0.43,34.728,"V4-total"
"189",-21.499,15.799,3,22,0.01,36.146,"V4-total"
"190",-21.454,16.318,3,21.62,0,36.129,"V4-total"
"191",-21.408,16.849,3,21.45,0.26,36.165,"V4-total"
"192",-21.362,17.384,3,21.17,1.66,36.093,"V4-total"
"193",-21.318,17.897,3,20.91,4.23,35.986,"V4-total"
"194",-21.271,18.427,3,20.62,2,36.148,"V4-total"
"195",-21.222,18.966,3,20.72,2.47,36.131,"V4-total"
"196",-21.175,19.507,3,21.03,1.11,36.206,"V4-total"
"197",-21.091,20.083,3,21.33,1.21,36.343,"V4-total"
"198",-54.076,-42.982,1,15.09,1.85,34.385,"V4-total"
"199",-21.019,20.458,3,20.95,0.64,36.349,"V4-total"
"200",-20.946,20.834,3,20.34,3.89,36.13,"V4-total"
"201",-20.779,21.589,3,20.83,0.01,36.664,"V4-total"
"202",-20.687,21.953,3,20.66,0.12,36.645,"V4-total"
"203",-20.595,22.316,3,20.75,0.01,36.626,"V4-total"
"204",-20.466,22.823,3,21.05,0.01,36.555,"V4-total"
"205",-20.322,23.155,3,21.12,0.01,36.724,"V4-total"
"206",-20.141,23.504,4,20.93,0.01,36.774,"V4-total"
"207",-53.446,-42.517,1,11.09,8.9,33.984,"V4-total"
"208",-19.964,23.848,4,20.81,0.01,36.873,"V4-total"
"209",-19.144,24.94,3,21,0,36.964,"V4-total"
"210",-18.773,25.209,4,21,0.22,37.01,"V4-total"
"211",-17.805,25.924,4,20.07,0.01,36.552,"V4-total"
"212",-16.666,26.728,4,20.45,0.25,36.758,"V4-total"
"213",-16.311,26.981,4,20.44,0.04,36.833,"V4-total"
"214",-36.036,-24.492,4,25.11,0.01,36.916,"V4-total"
"215",-15.095,29.005,4,19.27,0,36.657,"V4-total"
"216",-14.927,29.578,4,19.06,0,36.63,"V4-total"
"217",-14.77,30.141,3,18.95,0.01,36.596,"V4-total"
"218",-14.615,30.712,3,18.44,0.01,36.554,"V4-total"
"219",-14.456,31.283,3,18.5,0.01,36.59,"V4-total"
"220",-14.3,31.841,4,18.65,0.01,36.643,"V4-total"
"221",-13.977,32.989,4,19.02,0.01,36.604,"V4-total"
"222",-13.658,34.104,3,18.67,0.01,36.562,"V4-total"
"223",-13.489,34.689,3,18.58,0.01,36.569,"V4-total"
"224",-13.322,35.265,4,17.85,0.01,36.385,"V4-total"
"225",-12.825,36.896,3,17.11,0.01,35.932,"V4-total"
"226",-12.289,38.589,1,16.49,0.01,35.914,"V4-total"
"227",-12.107,39.157,1,16,0.01,35.785,"V4-total"
"228",-11.921,39.729,1,15.96,0.01,35.844,"V4-total"
"229",-11.737,40.292,1,15.86,0.01,35.655,"V4-total"
"230",-11.46,40.146,1,16.24,0.01,35.56,"V4-total"
"231",-11.675,40.371,1,15.94,0.01,35.617,"V4-total"
"232",-11.507,40.989,1,15.86,0.01,35.804,"V4-total"
"233",-11.077,42.273,1,15.43,0.01,35.563,"V4-total"
"234",-10.87,42.886,1,15.27,0.01,35.588,"V4-total"
"235",-10.692,43.406,1,15.22,0.01,35.565,"V4-total"
"236",-10.462,44.023,1,15.45,0.01,35.594,"V4-total"
"237",-9.419,45.081,1,16.16,0.01,35.555,"V4-total"
"238",-8.377,46.118,1,15.88,0.01,35.57,"V4-total"
"239",-7.836,46.648,1,16.03,0.03,35.555,"V4-total"
"240",-49.231,-39.319,3,20,0,36.194,"V4-total"
"241",-60.717,-47.657,1,9.09,NA,33.757,"V4-total"
"242",-45.868,-36.656,3,19.95,0.02,35.691,"V4-total"
"243",-44.313,-35.392,3,20.56,0.02,35.946,"V4-total"
"244",-43.93,-35.078,3,20.73,0.05,35.986,"V4-total"
"245",-43.408,-34.647,3,20.9,0.11,36.061,"V4-total"
"246",-42.908,-34.233,3,21.1,0,36.265,"V4-total"
"247",-42.43,-33.834,3,20.39,0,35.949,"V4-total"
"248",-41.953,-33.435,4,20.55,0,35.852,"V4-total"
"249",-60.716,-47.654,1,9.09,NA,33.757,"V4-total"
"250",-40.387,-32.111,4,21.59,0.05,35.995,"V4-total"
"251",-39.923,-31.715,4,21.96,0,36.179,"V4-total"
"252",-39.482,-31.337,4,22.47,0,36.385,"V4-total"
"253",-39.244,-31.048,4,22.55,0,36.147,"V4-total"
"254",-38.77,-30.104,4,22.67,0.05,36.314,"V4-total"
"255",-38.516,-29.596,4,22.78,0.04,35.965,"V4-total"
"256",-38.26,-29.08,4,22.83,0.04,36.049,"V4-total"
"257",-59.756,-47.012,1,9.12,13.07,33.874,"V4-total"
"258",-37.725,-27.994,4,23.18,0,36.246,"V4-total"
"259",-36.295,-25.036,4,25.12,0.01,36.957,"V4-total"
"260",-36.036,-24.492,4,25.11,0.01,36.916,"V4-total"
"261",-59.093,-46.556,1,8.17,16.21,34.019,"V4-total"
"262",-34.957,-22.201,4,25.56,0.01,36.971,"V4-total"
"263",-34.189,-20.599,4,25.93,0,37.109,"V4-total"
"264",-33.902,-20.1,4,26.54,NA,37.399,"V4-total"
"265",-33.338,-19.114,4,26.35,0.01,37.333,"V4-total"
"266",-33.116,-18.725,4,26.37,0.01,37.364,"V4-total"
"267",-32.842,-18.244,4,26.46,0.01,37.407,"V4-total"
"268",-58.464,-46.12,1,12.64,NA,34.127,"V4-total"
"269",-32.565,-17.756,4,26.58,0.01,37.41,"V4-total"
"270",-32.289,-17.268,4,26.72,0.01,37.425,"V4-total"
"271",-32.015,-16.784,4,26.89,0.01,37.421,"V4-total"
"272",-31.116,-15.181,4,27.14,0.03,37.31,"V4-total"
"273",-30.845,-14.696,4,27.08,0,37.333,"V4-total"
"274",-30.579,-14.218,4,26.91,0.01,37.319,"V4-total"
"275",-30.303,-13.724,4,27.04,0.01,37.31,"V4-total"
"276",-30.031,-13.232,4,27.06,0.01,37.192,"V4-total"
"277",-57.846,-45.688,1,13.14,3.75,34.172,"V4-total"
"278",-29.559,-12.38,4,27.46,0.01,37.086,"V4-total"
"279",-29.333,-11.97,4,27.28,0.01,37.175,"V4-total"
"280",-49.231,-39.319,4,20,0,36.194,"V4-total"
"281",-57.203,-45.236,1,13.22,2.43,34.169,"V4-total"
"282",-26.783,-6.911,4,28.28,0.01,36.336,"V4-total"
"283",-25.666,-4.012,4,28.22,0.01,35.925,"V4-total"
"284",-25.263,-2.946,4,28.19,0.01,35.882,"V4-total"
"285",6.9648,79.0118,2,6.7394,4.49,35.057202,"V4-total"
"286",6.9648,79.0118,2,5.979575,NA,35.066977,"V4-total"
"287",6.9648,79.0118,5,6.242025,5.25,35.063871,"V4-total"
"288",6.9648,79.0118,5,5.793625,5.79,35.066082,"V4-total"
"289",6.9648,79.0118,5,4.971475,9.8,35.085037,"V4-total"
"290",6.9648,79.0118,2,4.209775,11.47,35.081622,"V4-total"
"291",6.9648,79.0118,2,3.757025,11.75,35.075037,"V4-total"
"292",6.9648,79.0118,2,4.0687,11.72,35.073381,"V4-total"
"293",6.9648,79.0118,5,3.876625,12.47,35.079672,"V4-total"
"294",6.9648,79.0118,5,2.9805,12.37,35.025021,"V4-total"
"295",6.9648,79.0118,5,3.4905,12.29,35.05042,"V4-total"
"296",6.9648,79.0118,5,3.91425,12.31,35.081286,"V4-total"
"297",6.9648,79.0118,5,4.45755,12.21,35.096652,"V4-total"
"298",6.9648,79.0118,5,4.550625,12.39,35.096566,"V4-total"
"299",6.9648,79.0118,5,4.67005,11.73,35.087407,"V4-total"
"300",6.9648,79.0118,5,4.8953,12.11,35.105801,"V4-total"
"301",6.9648,79.0118,5,5.120375,11.04,35.105359,"V4-total"
"302",6.9648,79.0118,5,6.536025,8.34,35.043841,"V4-total"
"303",6.9648,79.0118,2,6.586225,NA,35.081289,"V4-total"
"304",6.9648,79.0118,2,6.722225,2.21,34.919176,"V4-total"
"305",6.9648,79.0118,2,7.218875,NA,34.902436,"V4-total"
"306",6.9648,79.0118,2,6.897375,1.42,35.083926,"V4-total"
"307",6.9648,79.0118,2,6.15185,3.53,35.097603,"V4-total"
"308",-2.7938,78.831,5,3.660825,12.24,35.040392,"V4-total"
"309",-2.7938,78.831,5,3.6118,12.09,35.024951,"V4-total"
"310",-2.7938,78.831,5,0.8623,10.7,34.571796,"V4-total"
"311",-2.7938,78.831,5,3.436125,12.03,35.040021,"V4-total"
"312",-2.7938,78.831,5,3.16245,12.2,35.020017,"V4-total"
"313",-2.7938,78.831,5,-0.304675,NA,34.347027,"V4-total"
"314",-2.7938,78.831,5,1.8345,11.83,34.783132,"V4-total"
"315",-2.7938,78.831,5,-1.388075,6.5,34.115505,"V4-total"
"316",-2.7938,78.831,5,-1.71805,4.91,33.747368,"V4-total"
"317",-2.7938,78.831,5,-0.723975,7.8,34.230212,"V4-total"
"318",-2.7938,78.831,5,3.140025,11.72,34.946822,"V4-total"
"319",-2.7938,78.831,5,3.57155,13.14,35.022625,"V4-total"
"320",-2.7938,78.831,5,3.374825,NA,34.828308,"V4-total"
"321",-2.7938,78.831,5,-0.470325,7.45,34.409383,"V4-total"
"322",-2.7938,78.831,5,1.49835,NA,34.614178,"V4-total"
"323",-2.7938,78.831,5,3.898825,NA,34.926286,"V4-total"
"324",-2.7938,78.831,5,-1.834075,5.05,34.211242,"V4-total"
"325",-2.7938,78.831,5,-0.44305,NA,34.379271,"V4-total"
"326",-2.7938,78.831,5,0.082975,NA,34.469114,"V4-total"
"327",-2.7938,78.831,5,4.35835,12.84,35.094596,"V4-total"
"328",-2.7938,78.831,5,3.248275,10.95,34.954,"V4-total"
"329",-2.7938,78.831,5,3.5155,NA,35.00997,"V4-total"
"330",-2.7938,78.831,2,3.44485,11.31,35.012097,"V4-total"
"331",-1.2825,60.1433,1,12.2,NA,35.1354,"V4-total"
"332",13.71,45.7009,1,20.821,NA,33.931,"V4-total"
"333",-28.13,38.64,2,18.7,NA,35.6,"V4-total"
"334",-28.6018,38.5297,1,16.9,NA,35.6,"V4-total"
"335",-25.3156,37.4257,1,18.5,NA,35,"V4-total"
"336",103.917,1.2685,2,31,NA,31.03,"V4-total"
"337",-2.21466,35.0864,2,23.6,NA,31,"V4-total"
"338",-8.49922,33.2596,1,19,NA,32.88,"V4-total"
"339",-7.70064,33.5839,1,24,NA,30.75,"V4-total"
"340",-9.03667,32.7467,1,19,NA,27.24,"V4-total"
"341",-7.97312,37.0051,1,22.2,NA,34.3,"V4-total"
"342",-20.3043,74.31,2,-1.6,NA,32,"V4-total"
"343",13.595,43.57,1,24.25,NA,34.33,"V4-total"
"344",13.0731,43.8514,1,24.1,NA,26.29,"V4-total"
"345",12.935,43.9475,1,23.61,NA,27.78,"V4-total"
"346",-8.8341,41.6835,1,18.4,NA,32.3,"V4-total"
"347",170.771,-45.7442,1,10.99,NA,35.2,"V4-total"
"348",12.4378,45.4142,1,23.4,NA,31.67,"V4-total"
"349",-149.54,-17.2894,2,27,NA,37,"V4-total"
"350",12.2605,45.4568,1,25.7,NA,29.41,"V4-total"
"351",174.819,-36.2928,1,16,NA,34,"V4-total"
"352",12.5083,45.3144,1,21.781,NA,32.768,"V4-total"
"353",-4.15903,53.2254,1,16,NA,34,"V4-total"
"354",-70.6722,41.5245,1,19.2,NA,30.7,"V4-total"
"355",-79.1676,33.3231,1,27.77,NA,35.13,"V4-total"
"356",2.8,41.6666,3,20.66,NA,37.83,"V4-total"
"357",-76.6707,34.7181,1,25.8,NA,35.8,"V4-total"
"358",-157.844,21.2866,2,27.58,NA,34,"V4-total"
"359",-156.864,21.2888,2,26.06,NA,35,"V4-total"
"360",-69.5781,43.8604,1,12.5,NA,32,"V4-total"
"361",-69.6409,43.8444,1,11.9,NA,31,"V4-total"
"362",27.0415,33.907,2,27.28333333,NA,38.352,"V4-total"
"363",27.0253,33.9126,2,27,NA,38.33,"V4-total"
"364",-82.266,9.3485,2,29.1,NA,34.6,"V4-total"
"365",-1.925,43.3333,1,20,NA,34.3,"V4-total"
"366",24.99,35.661,3,16.87,NA,39.23,"V4-total"
"367",24.99,35.661,2,24.46,NA,39.29,"V4-total"
"368",13.3319,45.3256,2,22,NA,34,"V4-total"
"369",12.5265,45.4125,1,22.2,NA,33.14,"V4-total"
"370",12.4176,45.502,1,25.3,NA,27.42,"V4-total"
"371",-82.7259,27.6158,1,31.2,NA,33.84,"V4-total"
"372",-117.257,32.867,2,20.04,NA,33.54,"V4-total"
"373",15.6371,38.2686,1,20,NA,36.8,"V4-total"
"374",-123.026,48.0405,1,15.9,NA,24.73,"V4-total"
"375",14.25,40.808,1,23.3,NA,36.88,"V4-total"
"376",-79.8995,32.7524,1,31.3,NA,24.3,"V4-total"
"377",-80.7838,24.7449,3,29.6,NA,36.25,"V4-total"
"378",-80.0931,26.1029,1,27.7,NA,33.82,"V4-total"
"379",29.966,31.216,1,27,NA,36,"V4-total"
"380",7.9,54.1819,1,14,NA,32.591,"V4-total"
"381",-80.2834,27.4694,3,26.9,NA,35.7,"V4-total"
"382",-88.0816,16.8026,2,29.5,NA,35,"V4-total"
"383",-5.75,35.82,1,28,NA,34.19,"V4-total"
"384",-2.21466,35.0864,2,23.1,NA,30,"V4-total"
"385",-2.88005,35.1927,2,26.5,NA,36,"V4-total"
"386",5.74583,43.2264,3,21.9952,NA,38.0871,"V4-total"
"387",13.61,45.08,1,19.5,NA,37.1,"V4-total"
"388",-22.015,64.2083,2,11,NA,31.2,"V4-total"
"389",-22.015,64.2083,1,11,NA,31.2,"V4-total"
"390",-3.9375,48.7778,1,14.38,NA,35.128,"V4-total"
"391",33,35,2,29,NA,39.1,"V4-total"
"392",2.45148,51.4816,1,16.1087,NA,34.8998,"V4-total"
"393",2.4152,51.6829,1,15.8336,NA,35.033,"V4-total"
"394",2.698,51.7483,1,15.8014,NA,35.0087,"V4-total"
"395",2.35047,51.4584,1,15.7139,NA,34.9975,"V4-total"
"396",33.2896,35.3637,3,20.7,NA,38.5,"V4-total"
"397",2.7897,51.5803,1,16.7589,NA,34.4964,"V4-total"
"398",2.70167,51.1857,1,18.7362,NA,32.5834,"V4-total"
"399",2.6135,51.2777,1,18.1228,NA,33.3699,"V4-total"
"400",2.50215,51.3348,1,17.2187,NA,34.2852,"V4-total"
"401",3.05917,51.4716,1,17.9425,NA,33.3739,"V4-total"
"402",3.13995,51.441,1,18.1816,NA,33.1261,"V4-total"
"403",2.84933,51.3073,1,18.2617,NA,32.8054,"V4-total"
"404",2.9047,51.2695,1,18.6188,NA,32.2575,"V4-total"
"405",2.81087,51.4347,1,16.6822,NA,34.0252,"V4-total"
"406",1.01296,51.7961,2,18.5,NA,35.2,"V4-total"
