"","CAP1","CAP2","station","comclust","dataset"
"1",0.217039701225425,-0.502625533221848,"ERR2269936",1,"V4-total"
"2",0.273293296199983,-0.618052525829721,"ERR2269937",1,"V4-total"
"3",0.274161281875841,-0.774125990587676,"ERR2269938",1,"V4-total"
"4",0.347842580838345,-0.736055904577304,"ERR2269939",1,"V4-total"
"5",0.585290640656511,-0.102775556763378,"ERR2269940",2,"V4-total"
"6",0.480475222362208,-0.492725300790615,"ERR2269941",2,"V4-total"
"7",0.391588766193671,-0.032404637003037,"ERR2269942",2,"V4-total"
"8",0.75579072916296,0.251963207891595,"ERR2269943",4,"V4-total"
"9",-0.261969273361728,-1.72577261933417,"ERR4223600",2,"V4-total"
"10",-0.262560759564639,-1.72072963776051,"ERR4223601",2,"V4-total"
"11",-0.241712863295988,-1.65857124088175,"ERR4223602",2,"V4-total"
"12",-0.248777912826596,-1.65843302839189,"ERR4223603",2,"V4-total"
"13",-0.198880907558936,-1.72316497091716,"ERR4223604",2,"V4-total"
"14",-0.203530779461018,-1.72325301230772,"ERR4223605",2,"V4-total"
"15",-0.494106216056699,-1.52772394292093,"ERR4223606",2,"V4-total"
"16",-0.496206045199429,-1.52427962270324,"ERR4223607",2,"V4-total"
"17",-0.138070505396876,-1.71594095903392,"ERR4223608",2,"V4-total"
"18",-0.136672682718294,-1.72807035692543,"ERR4223609",2,"V4-total"
"19",-1.464329538991,-0.191702653330823,"ERR4223618",1,"V4-total"
"20",-1.46145486505383,-0.208349461143944,"ERR4223619",1,"V4-total"
"21",-0.521986251316654,-1.20488729269809,"ERR4223620",2,"V4-total"
"22",-0.505713128967277,-1.22259308417979,"ERR4223621",2,"V4-total"
"23",-0.293253701333471,-1.83902783199248,"ERR4223622",2,"V4-total"
"24",-0.29557980020874,-1.84693236862456,"ERR4223623",2,"V4-total"
"25",-0.224809602805804,-1.72955229878332,"ERR4223624",2,"V4-total"
"26",-0.214859389914589,-1.70796134722713,"ERR4223625",2,"V4-total"
"27",-0.129512220086662,-1.52393666918792,"ERR4223626",2,"V4-total"
"28",-0.127567373463603,-1.5380154142599,"ERR4223627",2,"V4-total"
"29",1.18718079440673,1.08258560168488,"ERR4227154",4,"V4-total"
"30",1.19086848833053,1.08653136920968,"ERR4227155",4,"V4-total"
"31",1.43445396379151,1.12937977616164,"ERR4227156",4,"V4-total"
"32",1.45641203176472,1.11875011688595,"ERR4227157",4,"V4-total"
"33",1.08639771073563,0.736308035175035,"ERR4227158",4,"V4-total"
"34",1.07219635436529,0.710195477554381,"ERR4227159",4,"V4-total"
"35",-0.333507611753264,-0.661109328402709,"ERR4227162",1,"V4-total"
"36",-0.329778778688591,-0.656066423291705,"ERR4227163",1,"V4-total"
"37",1.55386920909263,1.14559860257185,"ERR4227164",4,"V4-total"
"38",1.26085347323808,1.052405643382,"ERR4227165",4,"V4-total"
"39",1.25444009226789,1.04128965974775,"ERR4227166",4,"V4-total"
"40",-0.149138834453673,-1.71641669341258,"ERR4227167",1,"V4-total"
"41",-0.151518579470061,-1.71538561159398,"ERR4227168",1,"V4-total"
"42",0.018343379307968,-1.74110483724309,"ERR4227169",1,"V4-total"
"43",0.0178893917891892,-1.74150817643511,"ERR4227170",1,"V4-total"
"44",1.11542765040339,0.927954017628474,"ERR4227177",4,"V4-total"
"45",1.12215653836533,0.943015100382376,"ERR4227178",4,"V4-total"
"46",1.01728869363983,0.803790505883112,"ERR4227179",4,"V4-total"
"47",1.02247171185464,0.829128476540394,"ERR4227180",4,"V4-total"
"48",0.831619977218961,0.448879092488806,"ERR4227181",3,"V4-total"
"49",0.825765236027055,0.452552952001229,"ERR4227182",3,"V4-total"
"50",-0.261573336428751,-1.52942708110772,"ERR4227185",1,"V4-total"
"51",-0.261988502923055,-1.54981158889121,"ERR4227186",1,"V4-total"
"52",-0.374358114445497,-1.72635687219922,"ERR4227187",2,"V4-total"
"53",-0.390882743666711,-1.7237011301685,"ERR4227188",2,"V4-total"
"54",0.879439109766726,0.678602260141216,"ERR4227189",3,"V4-total"
"55",0.867020303798525,0.688527980164658,"ERR4227190",3,"V4-total"
"56",1.25935970604794,0.916400419658537,"ERR4227191",4,"V4-total"
"57",1.27168551732936,0.927767038162922,"ERR4227192",4,"V4-total"
"58",1.33952770578852,0.861256082598297,"ERR4227193",4,"V4-total"
"59",1.35624322567348,0.856881852250149,"ERR4227194",4,"V4-total"
"60",1.16332348495695,0.706478293739421,"ERR4227195",4,"V4-total"
"61",1.15959028248848,0.723619863503245,"ERR4227196",4,"V4-total"
"62",1.24542807393313,1.00056583660285,"ERR4227197",4,"V4-total"
"63",1.22678634096149,0.940973399422465,"ERR4227198",4,"V4-total"
"64",1.01085544385711,0.795995351957396,"ERR4227199",4,"V4-total"
"65",1.21948748317771,0.679814472427112,"ERR4227200",4,"V4-total"
"66",0.743444978390638,0.448075818492769,"ERR4227201",3,"V4-total"
"67",0.79470202165423,0.703581465936368,"ERR4227202",3,"V4-total"
"68",0.752967895384819,0.808991471372636,"ERR4227203",3,"V4-total"
"69",0.728802499198228,0.575330626046837,"ERR4227204",3,"V4-total"
"70",0.577045322082781,0.378507632099157,"ERR4227205",3,"V4-total"
"71",0.471966767219954,0.222509876948196,"ERR4227206",3,"V4-total"
"72",0.901492940687417,0.580703249166023,"ERR4227207",4,"V4-total"
"73",1.14169229809724,0.777942231835319,"ERR4227208",4,"V4-total"
"74",1.45939021177412,0.873525114502766,"ERR4227209",4,"V4-total"
"75",1.24284933833662,0.747626160689724,"ERR4227210",4,"V4-total"
"76",0.942197562881556,0.669760536588959,"ERR4227211",4,"V4-total"
"77",1.2944454622945,0.884177243034168,"ERR4227212",4,"V4-total"
"78",1.18557478853375,0.803505594044263,"ERR4227213",4,"V4-total"
"79",0.801706262202511,0.394320333049277,"ERR4227214",4,"V4-total"
"80",0.62386711109126,0.637112834866278,"ERR4227217",4,"V4-total"
"81",0.633208947665986,0.641625962718869,"ERR4227218",4,"V4-total"
"82",0.702048307142554,0.676373496734036,"ERR4227219",3,"V4-total"
"83",1.48591198603253,0.929640120852391,"ERR4227220",4,"V4-total"
"84",1.24950258918974,0.6441032655046,"ERR4227221",4,"V4-total"
"85",1.30112024115439,1.03399395035222,"ERR4227222",4,"V4-total"
"86",1.3406288841922,0.889010242004213,"ERR4227223",4,"V4-total"
"87",1.35904200402121,0.943548365263114,"ERR4227224",4,"V4-total"
"88",1.41951763608825,0.984597045607115,"ERR4227225",4,"V4-total"
"89",1.39298960935247,0.99781047936359,"ERR4227226",4,"V4-total"
"90",0.800916161553657,0.269243876923424,"ERR4227227",3,"V4-total"
"91",0.675349120874123,0.556479963136169,"ERR4227228",3,"V4-total"
"92",0.680073268775887,0.593257543153917,"ERR4227229",3,"V4-total"
"93",0.658216377898117,0.920696257355921,"ERR4227230",4,"V4-total"
"94",0.680261872647579,0.940679319243302,"ERR4227231",4,"V4-total"
"95",0.738916477177303,0.946010139735997,"ERR4227232",3,"V4-total"
"96",0.737866769954109,0.947084052909009,"ERR4227233",3,"V4-total"
"97",0.522509614155277,0.35524406556077,"ERR4227234",3,"V4-total"
"98",0.525074290174034,0.366158075322877,"ERR4227235",3,"V4-total"
"99",1.25956703931993,0.868482474041705,"ERR4227236",4,"V4-total"
